xml:id,country,settlement,repository,idno,altIdentifier 1,altIdentifier 2,name,head,history,adminInfo,note,catalog link,surrogate
BLHar116,UK,London,British Library,Harley 116,,,,,,,,,
BLHar1197,UK,London,British Library,Harley 1197,,,,,,,,,
BLHar1205,UK,London,British Library,Harley 1205,,,,,,,,,
BLHar1208,UK,London,British Library,Harley 1208,,,,,,,,,
BLHar1239,UK,London,British Library,Harley 1239,,,,,,,,,
BLHar1245,UK,London,British Library,Harley 1245,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_1245
BLHar1251,UK,London,British Library,Harley 1251,,,,,,,,,
BLHar1260,UK,London,British Library,Harley 1260,,,,,,,,,
BLHar1288,UK,London,British Library,Harley 1288,,,,,,,,,
BLHar1304,UK,London,British Library,Harley 1304,,,,,,,,,
BLHar1307,UK,London,British Library,Harley 1307,,,,,,,,,
BLHar1317,UK,London,British Library,Harley 1317,,,,,,,,,
BLHar1337,UK,London,British Library,Harley 1337,,,,,,,,,
BLHar149,UK,London,British Library,Harley 149,,,,,,,,,
BLHar1512,UK,London,British Library,Harley 1512,,,,,,,,,
BLHar153,UK,London,British Library,Harley 153,,,,,,,,,
BLHar1531,UK,London,British Library,Harley 1531,,,,,,,,,
BLHar1568,UK,London,British Library,Harley 1568,,,,,,,,,
BLHar1587,UK,London,British Library,Harley 1587,,,,,,,,,
BLHar1600,UK,London,British Library,Harley 1600,,,,,,,,,
BLHar1620,UK,London,British Library,Harley 1620,,,,,,,,,
BLHar165,UK,London,British Library,Harley 165,,,,,,,,,
BLHar1671,UK,London,British Library,Harley 1671,,,,,,,,,
BLHar1701,UK,London,British Library,Harley 1701,,,,,,,,,
BLHar1703,UK,London,British Library,Harley 1703,,,,,,,,,
BLHar1704,UK,London,British Library,Harley 1704,,,,,,,,,
BLHar1706,UK,London,British Library,Harley 1706,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_1706
BLHar1717,UK,London,British Library,Harley 1717,,,,,,,,,
BLHar172,UK,London,British Library,Harley 172,,,,,,,,,
BLHar1731,UK,London,British Library,Harley 1731,,,,,,,,,
BLHar1735,UK,London,British Library,Harley 1735,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_1735
BLHar1758,UK,London,British Library,Harley 1758,,,,,,,,,
BLHar1766,UK,London,British Library,Harley 1766,,,,,,,,,
BLHar1770,UK,London,British Library,Harley 1770,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_1770
BLHar1900,UK,London,British Library,Harley 1900,,,,,,,,,
BLHar1944,UK,London,British Library,Harley 1944,,,,,,,,,
BLHar1948,UK,London,British Library,Harley 1948,,,,,,,,,
BLHar201,UK,London,British Library,Harley 201,,,,,,,,,
BLHar2013,UK,London,British Library,Harley 2013,,,,,,,,,
BLHar206,UK,London,British Library,Harley 206,,,,,,,,,
BLHar210,UK,London,British Library,Harley 210,,,,,,,,,
BLHar211,UK,London,British Library,Harley 211,,,,,,,,,
BLHar2124,UK,London,British Library,Harley 2124,,,,,,,,,
BLHar215,UK,London,British Library,Harley 215,,,,,,,,,
BLHar2150,UK,London,British Library,Harley 2150,,,,,,,,,
BLHar2169,UK,London,British Library,Harley 2169,,,,,,,,,
BLHar218,UK,London,British Library,Harley 218,,,,,,,,,
BLHar2182,UK,London,British Library,Harley 2182,,,,,,,,,
BLHar219,UK,London,British Library,Harley 219,,,,,,,,,
BLHar2202,UK,London,British Library,Harley 2202,,,,,,,,,
BLHar2247,UK,London,British Library,Harley 2247,,,,,,,,,
BLHar2248,UK,London,British Library,Harley 2248,,,,,,,,,
BLHar2250,UK,London,British Library,Harley 2250,,,,,,,,,
BLHar2251,UK,London,British Library,Harley 2251,,,,,,,,,
BLHar2252,UK,London,British Library,Harley 2252,,,,,,,,,
BLHar2253,UK,London,British Library,Harley 2253,,,,,,,,,
BLHar2255,UK,London,British Library,Harley 2255,,,,,,,,,
BLHar2256,UK,London,British Library,Harley 2256,,,,,,,,,
BLHar2259,UK,London,British Library,Harley 2259,,,,,,,,,
BLHar2260,UK,London,British Library,Harley 2260,,,,,,,,,
BLHar2261,UK,London,British Library,Harley 2261,,,,,,,,,
BLHar2270,UK,London,British Library,Harley 2270,,,,,,,,,
BLHar2274,UK,London,British Library,Harley 2274,,,,,,,,,
BLHar2277,UK,London,British Library,Harley 2277,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_2277
BLHar2278,UK,London,British Library,Harley 2278,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_2278
BLHar2279,UK,London,British Library,Harley 2279,,,,,,,,,
BLHar2280,UK,London,British Library,Harley 2280,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_2280
BLHar2281,UK,London,British Library,Harley 2281,,,,,,,,,
BLHar2316,UK,London,British Library,Harley 2316,,,,,,,,,
BLHar2320,UK,London,British Library,Harley 2320,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_2320
BLHar2321,UK,London,British Library,Harley 2321,,,,,,,,,
BLHar2330,UK,London,British Library,Harley 2330,,,,,,,,,
BLHar2338,UK,London,British Library,Harley 2338,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_2338
BLHar2339,UK,London,British Library,Harley 2339,,,,,,,,,
BLHar2341,UK,London,British Library,Harley 2341,,,,,,,,,
BLHar2346,UK,London,British Library,Harley 2346,,,,,,,,,
BLHar237,UK,London,British Library,Harley 237,,,,,,,,,
BLHar2376,UK,London,British Library,Harley 2376,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_2376
BLHar2377,UK,London,British Library,Harley 2377,,,,,,,,,
BLHar2379,UK,London,British Library,Harley 2379,,,,,,,,,
BLHar2380,UK,London,British Library,Harley 2380,,,,,,,,,
BLHar2382,UK,London,British Library,Harley 2382,,,,,,,,,
BLHar2383,UK,London,British Library,Harley 2383,,,,,,,,,
BLHar2386,UK,London,British Library,Harley 2386,,,,,,,,,
BLHar2388,UK,London,British Library,Harley 2388,,,,,,,,,
BLHar2389,UK,London,British Library,Harley 2389,,,,,,,,,
BLHar2391,UK,London,British Library,Harley 2391,,,,,,,,,
BLHar2392,UK,London,British Library,Harley 2392,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_2392
BLHar2394,UK,London,British Library,Harley 2394,,,,,,,,,
BLHar2398,UK,London,British Library,Harley 2398,,,,,,,,,
BLHar2399,UK,London,British Library,Harley 2399,,,,,,,,,
BLHar24,UK,London,British Library,Harley 24,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_24
BLHar2403,UK,London,British Library,Harley 2403,,,,,,,,,
BLHar2406,UK,London,British Library,Harley 2406,,,,,,,,,
BLHar2407,UK,London,British Library,Harley 2407,,,,,,,,,
BLHar2409,UK,London,British Library,Harley 2409,,,,,,,,,
BLHar2417,UK,London,British Library,Harley 2417,,,,,,,,,
BLHar2445,UK,London,British Library,Harley 2445,,,,,,,,,
BLHar245,UK,London,British Library,Harley 245,,,,,,,,,
BLHar247,UK,London,British Library,Harley 247,,,,,,,,,
BLHar266,UK,London,British Library,Harley 266,,,,,,,,,
BLHar271,UK,London,British Library,Harley 271,,,,,,,,,
BLHar275,UK,London,British Library,Harley 275,,,,,,,,,
BLHar2851,UK,London,British Library,Harley 2851,,,,,,,,,
BLHar2869,UK,London,British Library,Harley 2869,,,,,,,,,
BLHar2888,UK,London,British Library,Harley 2888,,,,,,,,,
BLHar293,UK,London,British Library,Harley 293,,,,,,,,,
BLHar2942,UK,London,British Library,Harley 2942,,,,,,,,,
BLHar2946,UK,London,British Library,Harley 2946,,,,,,,,,http://www.bl.uk/catalogues/illuminatedmanuscripts/record.asp?MSID=4009
BLHar3038,UK,London,British Library,Harley 3038,,,,,,,,,
BLHar3211,UK,London,British Library,Harley 3211,,,,,,,,,
BLHar322,UK,London,British Library,Harley 322,,,,,,,,,
BLHar3221,UK,London,British Library,Harley 3221,,,,,,,,,
BLHar3300,UK,London,British Library,Harley 3300,,,,,,,,,
BLHar331,UK,London,British Library,Harley 331,,,,,,,,,
BLHar3352,UK,London,British Library,Harley 3352,,,,,,,,,
BLHar3362,UK,London,British Library,Harley 3362,,,,,,,,,
BLHar3376,UK,London,British Library,Harley 3376,,,,,,,,,
BLHar3383,UK,London,British Library,Harley 3383,,,,,,,,,
BLHar3407,UK,London,British Library,Harley 3407,,,,,,,,,
BLHar3486,UK,London,British Library,Harley 3486,,,,,,,,,
BLHar3490,UK,London,British Library,Harley 3490,,,,,,,,,
BLHar3528,UK,London,British Library,Harley 3528,,,,,,,,,
BLHar3542,UK,London,British Library,Harley 3542,,,,,,,,,
BLHar367,UK,London,British Library,Harley 367,,,,,,,,,
BLHar372,UK,London,British Library,Harley 372,,,,,,,,,
BLHar3724,UK,London,British Library,Harley 3724,,,,,,,,,
BLHar3725,UK,London,British Library,Harley 3725,,,,,,,,,
BLHar3730,UK,London,British Library,Harley 3730,,,,,,,,,
BLHar374,UK,London,British Library,Harley 374,,,,,,,,,
BLHar3760,UK,London,British Library,Harley 3760,,,,,,,,,
BLHar3775,UK,London,British Library,Harley 3775,,,,,,,,,
BLHar3776,UK,London,British Library,Harley 3776,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_3776
BLHar3810,UK,London,British Library,Harley 3810,,,,,,,,,
BLHar3823,UK,London,British Library,Harley 3823,,,,,,,,,
BLHar3835,UK,London,British Library,Harley 3835,,,,,,,,,
BLHar3860,UK,London,British Library,Harley 3860,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_3860
BLHar3862,UK,London,British Library,Harley 3862,,,,,,,,,
BLHar3865,UK,London,British Library,Harley 3865,,,,,,,,,
BLHar3869,UK,London,British Library,Harley 3869,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_3869
BLHar3909,UK,London,British Library,Harley 3909,,,,,,,,,
BLHar3943,UK,London,British Library,Harley 3943,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_3943
BLHar3945,UK,London,British Library,Harley 3945,,,,,,,,,
BLHar3952,UK,London,British Library,Harley 3952,,,,,,,,,
BLHar3954,UK,London,British Library,Harley 3954,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_3954
BLHar4011,UK,London,British Library,Harley 4011,,,,,,,,,
BLHar4012,UK,London,British Library,Harley 4012,,,,,,,,,
BLHar4196,UK,London,British Library,Harley 4196,,,,,,,,,
BLHar4197,UK,London,British Library,Harley 4197,,,,,,,,,
BLHar4203,UK,London,British Library,Harley 4203,,,,,,,,,
BLHar4205,UK,London,British Library,Harley 4205,,,,,,,,,
BLHar4260,UK,London,British Library,Harley 4260,,,,,,,,,
BLHar4294,UK,London,British Library,Harley 4294,,,,,,,,,
BLHar43,UK,London,British Library,Harley 43,,,,,,,,,
BLHar435,UK,London,British Library,Harley 435,,,,,,,,,
BLHar44,UK,London,British Library,Harley 44,,,,,,,,,
BLHar4486,UK,London,British Library,Harley 4486,,,,,,,,,
BLHar45,UK,London,British Library,Harley 45,,,,,,,,,
BLHar4690,UK,London,British Library,Harley 4690,,,,,,,,,
BLHar4733,UK,London,British Library,Harley 4733,,,,,,,,,
BLHar4789,UK,London,British Library,Harley 4789,,,,,,,,,
BLHar4800,UK,London,British Library,Harley 4800,,,,,,,,,
BLHar4826,UK,London,British Library,Harley 4826,,,,,,,,,
BLHar4827,UK,London,British Library,Harley 4827,,,,,,,,,
BLHar485,UK,London,British Library,Harley 485,,,,,,,,,
BLHar486,UK,London,British Library,Harley 486,,,,,,,,,
BLHar4866,UK,London,British Library,Harley 4866,,,,,,,,,
BLHar4894,UK,London,British Library,Harley 4894,,,,,,,,,
BLHar4912,UK,London,British Library,Harley 4912,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_4912
BLHar4930,UK,London,British Library,Harley 4930,,,,,,,,,
BLHar494,UK,London,British Library,Harley 494,,,,,,,,,
BLHar4971,UK,London,British Library,Harley 4971,,,,,,,,,
BLHar4999,UK,London,British Library,Harley 4999,,,,,,,,,
BLHar5036,UK,London,British Library,Harley 5036,,,,,,,,,
BLHar505,UK,London,British Library,Harley 505,,,,,,,,,
BLHar5086,UK,London,British Library,Harley 5086,,,,,,,,,
BLHar51,UK,London,British Library,Harley 51,,,,,,,,,
BLHar525,UK,London,British Library,Harley 525,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_525
BLHar5259,UK,London,British Library,Harley 5259,,,,,,,,,
BLHar5272,UK,London,British Library,Harley 5272,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_5272
BLHar53,UK,London,British Library,Harley 53,,,,,,,,,
BLHar5312,UK,London,British Library,Harley 5312,,,,,,,,,
BLHar533,UK,London,British Library,Harley 533,,,,,,,,,
BLHar536,UK,London,British Library,Harley 536,,,,,,,,,
BLHar5369,UK,London,British Library,Harley 5369,,,,,,,,,
BLHar5396,UK,London,British Library,Harley 5396,,,,,,,,,
BLHar5398,UK,London,British Library,Harley 5398,,,,,,,,,
BLHar5401,UK,London,British Library,Harley 5401,,,,,,,,,
BLHar541,UK,London,British Library,Harley 541,,,,,,,,,
BLHar542,UK,London,British Library,Harley 542,,,,,,,,,
BLHar543,UK,London,British Library,Harley 543,,,,,,,,,
BLHar545,UK,London,British Library,Harley 545,,,,,,,,,
BLHar559,UK,London,British Library,Harley 559,,,,,,,,,
BLHar565,UK,London,British Library,Harley 565,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_565
BLHar5908,UK,London,British Library,Harley 5908,,,,,,,,,
BLHar5927,UK,London,British Library,Harley 5927,,,,,,,,,
BLHar5977,UK,London,British Library,Harley 5977,,,,,,,,,
BLHar6041,UK,London,British Library,Harley 6041,,,,,,,,,
BLHar614,UK,London,British Library,Harley 614,,,,,,,,,
BLHar6148,UK,London,British Library,Harley 6148,,,,,,,,,
BLHar6149,UK,London,British Library,Harley 6149,,,,,,,,,
BLHar6223,UK,London,British Library,Harley 6223,,,,,,,,,
BLHar629,UK,London,British Library,Harley 629,,,,,,,,,
BLHar63,UK,London,British Library,Harley 63,,,,,,,,,
BLHar6398,UK,London,British Library,Harley 6398,,,,,,,,,
BLHar655,UK,London,British Library,Harley 655,,,,,,,,,
BLHar6580,UK,London,British Library,Harley 6580,,,,,,,,,
BLHar661,UK,London,British Library,Harley 661,,,,,,,,,
BLHar6615,UK,London,British Library,Harley 6615,,,,,,,,,
BLHar6641,UK,London,British Library,Harley 6641,,,,,,,,,
BLHar665,UK,London,British Library,Harley 665,,,,,,,,,
BLHar667,UK,London,British Library,Harley 667,,,,,,,,,
BLHar671,UK,London,British Library,Harley 671,,,,,,,,,
BLHar6718,UK,London,British Library,Harley 6718,,,,,,,,,
BLHar682,UK,London,British Library,Harley 682,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_682
BLHar6848,UK,London,British Library,Harley 6848,,,,,,,,,
BLHar6909,UK,London,British Library,Harley 6909,,,,,,,,,
BLHar6919,UK,London,British Library,Harley 6919,,,,,,,,,
BLHar6923,UK,London,British Library,Harley 6923,,,,,,,,,
BLHar712,UK,London,British Library,Harley 712,,,,,,,,,
BLHar7184,UK,London,British Library,Harley 7184,,,,,,,,,
BLHar7256,UK,London,British Library,Harley 7256,,,,,,,,,
BLHar7322,UK,London,British Library,Harley 7322,,,,,,,,,
BLHar7332,UK,London,British Library,Harley 7332,,,,,,,,,
BLHar7333,UK,London,British Library,Harley 7333,,,,,,,,,
BLHar7334,UK,London,British Library,Harley 7334,,,,,,,,,
BLHar7335,UK,London,British Library,Harley 7335,,,,,,,,,
BLHar7358,UK,London,British Library,Harley 7358,,,,,,,,,
BLHar7371,UK,London,British Library,Harley 7371,,,,,,,,,
BLHar741,UK,London,British Library,Harley 741,,,,,,,,,
BLHar746,UK,London,British Library,Harley 746,,,,,,,,,
BLHar753,UK,London,British Library,Harley 753,,,,,,,,,
BLHar7578,UK,London,British Library,Harley 7578,,,,,,,,,
BLHar78,UK,London,British Library,Harley 78,,,,,,,,,
BLHar838,UK,London,British Library,Harley 838,,,,,,,,,
BLHar853,UK,London,British Library,Harley 853,,,,,,,,,
BLHar874,UK,London,British Library,Harley 874,,,,,,,,,
BLHar875,UK,London,British Library,Harley 875,,,,,,,,,
BLHar913,UK,London,British Library,Harley 913,,,,,,,,,
BLHar941,UK,London,British Library,Harley 941,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Harley_MS_941
BLHar957,UK,London,British Library,Harley 957,,,,,,,,,
BLHar978,UK,London,British Library,Harley 978,,,,,,,,,http://www.soton.ac.uk/~wpwt/harl978/sumerms.htm
BLHar984,UK,London,British Library,Harley 984,,,,,,,,,
BLHarChart,UK,London,British Library,Harley Charters 58.C.14,,,,,,,,,
BLLan1176,UK,London,British Library,Lansdowne 1176,,,,,,,,,
BLLan122,UK,London,British Library,Lansdowne 122,,,,,,,,,
BLLan197,UK,London,British Library,Lansdowne 197,,,,,,,,,
BLLan204,UK,London,British Library,Lansdowne 204,,,,,,,,,https://www.bl.uk/manuscripts/Viewer.aspx?ref=lansdowne_ms_204
BLLan205,UK,London,British Library,Lansdowne 205,,,,,,,,,
BLLan207,UK,London,British Library,Lansdowne 207(e),,,,,,,,,
BLLan210,UK,London,British Library,Lansdowne 210,,,,,,,,,
BLLan239,UK,London,British Library,Lansdowne 239,,,,,,,,,
BLLan269,UK,London,British Library,Lansdowne 269,,,,,,,,,
BLLan285,UK,London,British Library,Lansdowne 285,,,,,,,,,
BLLan344,UK,London,British Library,Lansdowne 344,,,,,,,,,
BLLan348,UK,London,British Library,Lansdowne 348,,,,,,,,,
BLLan379,UK,London,British Library,Lansdowne 379,,,,,,,,,
BLLan388,UK,London,British Library,Lansdowne 388,,,,,,,,,
BLLan398,UK,London,British Library,Lansdowne 398,,,,,,,,,
BLLan409,UK,London,British Library,Lansdowne 409,,,,,,,,,
BLLan418,UK,London,British Library,Lansdowne 418,,,,,,,,,
BLLan455,UK,London,British Library,Lansdowne 455,,,,,,,,,
BLLan470,UK,London,British Library,Lansdowne 470,,,,,,,,,
BLLan680,UK,London,British Library,Lansdowne 680,,,,,,,,,
BLLan699,UK,London,British Library,Lansdowne 699,,,,,,,,,
BLLan762,UK,London,British Library,Lansdowne 762,,,,,,,,,https://www.bl.uk/manuscripts/Viewer.aspx?ref=lansdowne_ms_762
BLLan763,UK,London,British Library,Lansdowne 763,,,,,,,,,
BLLan793,UK,London,British Library,Lansdowne 793,,,,,,,,,
BLLan796,UK,London,British Library,Lansdowne 796,,,,,,,,,
BLLan851,UK,London,British Library,Lansdowne 851,,,,,,,,,
BLLan96,UK,London,British Library,Lansdowne 96,,,,,,,,,
BLLoaPor29,UK,London,British Library,Loan 29/333 (Portland),,,,,,,,,
BL1379a27,UK,London,British Library,Printed Book 1379.a2(7),,,,,,,,,
BLC10b23,UK,London,British Library,Printed Book C.10.b.23,,,,Printed book (STC 4921),,,,,
BLC10b5,UK,London,British Library,Printed Book C.10.b.5,,,,"IB.55041, IB.55040",,,,,
BLC15C7,UK,London,British Library,Printed Book C.15.C.7,,,,STC 24877,,,,,
BLC21,UK,London,British Library,Printed Book C.21,,,,,,,,,
BLC39b17,UK,London,British Library,Printed Book C.39.b.17,,,,,,,,,
BLC39,UK,London,British Library,Printed Book C.39.e.1,,,,Printed book (STC 22593),,,,,
BLHuth32,UK,London,British Library,Printed Book Huth 32,,,,Printed book (STC 106065),,,,,
BLIA3420,UK,London,British Library,Printed Book IA.3420,,,,,,,,,
BLIB49408,UK,London,British Library,Printed Book IB.49408 (Alliaco1480),,,,,,,,,
BLRoy11Ciii,UK,London,British Library,Royal 11 C.III,,,,,,,,,
BLRoy12Bxxv,UK,London,British Library,Royal 12 B.XXV,,,,,,,,,
BLRoy12Cxii,UK,London,British Library,Royal 12 C.XII,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Royal_MS_12_C_XII
BLRoy12Cxiv,UK,London,British Library,Royal 12 C.XIV,,,,,,,,,
BLRoy12Ei,UK,London,British Library,Royal 12 E.I,,,,,,,,,
BLRoy12Exvi,UK,London,British Library,Royal 12 E.XVI,,,,,,,,,
BLRoy12Fxiii,UK,London,British Library,Royal 12 F.XIII,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Royal_MS_12_F_XIII
BLRoy13Di,UK,London,British Library,Royal 13 D.I,,,,,,,,,
BLRoy13Eix,UK,London,British Library,Royal 13 E.IX,,,,,,,,,
BLRoy14Cvii,UK,London,British Library,Royal 14 C.VII,,,,,,,,,
BLRoy16Fii,UK,London,British Library,Royal 16 F.II,,,,,,,,,
BLRoy17Ai,UK,London,British Library,Royal 17 A.I,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Royal_MS_17_A_I
BLRoy17Aiii,UK,London,British Library,Royal 17 A.III,,,,,,,,,
BLRoy17Aviii,UK,London,British Library,Royal 17 A.VIII,,,,,,,,,
BLRoy17Axvi,UK,London,British Library,Royal 17 A.XVI,,,,,,,,,
BLRoy17Axxvii,UK,London,British Library,Royal 17 A.XXVII,,,,,,,,,
BLRoy17Axxxii,UK,London,British Library,Royal 17 A.XXXII,,,,,,,,,
BLRoy17Bxliii,UK,London,British Library,Royal 17 B.XLIII,,,,,,,,,
BLRoy17Bxlvii,UK,London,British Library,Royal 17 B.XLVII,,,,,,,,,
BLRoy17Bxvii,UK,London,British Library,Royal 17 B.XVII,,,,,,,,,
BLRoy17Cviii,UK,London,British Library,Royal 17 C.VIII,,,,,,,,,
BLRoy17Cxiv,UK,London,British Library,Royal 17 C.XIV,,,,,,,,,
BLRoy17Cxvii,UK,London,British Library,Royal 17 C.XVII,,,,,,,,,
BLRoy17Cxx,UK,London,British Library,Royal 17 C.XX,,,,,,,,,
BLRoy17Cxxi,UK,London,British Library,Royal 17 C.XXI,,,,,,,,,
BLRoy17Di,UK,London,British Library,Royal 17 D.I,,,,,,,,,
BLRoy17Dvi,UK,London,British Library,Royal 17 D.VI,,,,,,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?index=0&ref=Royal_MS_17_D_VI
BLRoy17Dxix,UK,London,British Library,Royal 17 D.XIX,,,,,,,,,
BLRoy17Dxv,UK,London,British Library,Royal 17 D.XV,,,,,,,,,
BLRoy17Dxviii,UK,London,British Library,Royal 17 D.XVIII,,,,,,,,,
BLRoy17Dxx,UK,London,British Library,Royal 17 D.XX,,,,,,,,,
BLRoy17Dxxi,UK,London,British Library,Royal 17 D.XXI,,,,,,,,,
BLRoy18Aix,UK,London,British Library,Royal 18 A.IX,,,,,,,,,
BLRoy18Av,UK,London,British Library,Royal 18 A.V,,,,,,,,,
BLRoy18Avi,UK,London,British Library,Royal 18 A.VI,,,,,,,,,
BLRoy18Avii,UK,London,British Library,Royal 18 A.VII,,,,,,,,,
BLRoy18Ax,UK,London,British Library,Royal 18 A.X,,,,,,,,,
BLRoy18Axii,UK,London,British Library,Royal 18 A.XII,,,,,,,,,
BLRoy18Axiii,UK,London,British Library,Royal 18 A.XIII,,,,,,,,,
BLRoy18Axvii,UK,London,British Library,Royal 18 A.XVII,,,,,,,,,
BLRoy18Bxvii,UK,London,British Library,Royal 18 B.XVII,,,,,,,,,
BLRoy18Bxxii,UK,London,British Library,Royal 18 B.XXII,,,,,,,,,
BLRoy18Bxxiii,UK,London,British Library,Royal 18 B.XXIII,,,,,,,,,
BLRoy18Bxxiv,UK,London,British Library,Royal 18 B.XXIV,,,,,,,,,
BLRoy18Bxxxi,UK,London,British Library,Royal 18 B.XXXI,,,,,,,,,
BLRoy18Cii,UK,London,British Library,Royal 18 C.II,,,,,,,,,
BLRoy18Cxxii,UK,London,British Library,Royal 18 C.XXII,,,,,,,,,
BLRoy18Dii,UK,London,British Library,Royal 18 D.II,,,,,,,,,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_18_D_II
BLRoy18Div,UK,London,British Library,Royal 18 D.IV,,,,,,,,,
BLRoy18Dv,UK,London,British Library,Royal 18 D.V,,,,,,,,,
BLRoy18Dvi,UK,London,British Library,Royal 18 D.VI,,,,,,,,,
BLRoy18Dxiii,UK,London,British Library,Royal 18 D.XIII,,,,,,,,,
BLRoy19Aiii,UK,London,British Library,Royal 19 A.III,,,,,,,,,
BLRoy19Biv,UK,London,British Library,Royal 19 B.IV,,,,,,,,,
BLRoy19Bv,UK,London,British Library,Royal 19 B.V,,,,,,,,,
BLRoy2Axvii,UK,London,British Library,Royal 2 A.XVII,,,,,,,,,
BLRoy2Bx,UK,London,British Library,Royal 2 B.X,,,,,,,,,
BLRoy2Cxii,UK,London,British Library,Royal 2 C.XII,,,,,,,,,
BLRoy2D.xxxvii,UK,London,British Library,Royal 2 D.XXXVII,,,,,,,,,
BLRoy2Fviii,UK,London,British Library,Royal 2 F.VIII,,,,,,,,,
BLRoy20Ai,UK,London,British Library,Royal 20 A.I,,,,,,,,,
BLRoy20Aii,UK,London,British Library,Royal 20 A.II,,,,,,,,,
BLRoy20Axi,UK,London,British Library,Royal 20 A.XI,,,,,,,,,
BLRoy20Bxv,UK,London,British Library,Royal 20 B.XV,,,,,,,,,
BLRoy4Axiv,UK,London,British Library,Royal 4 A.XIV,,,,,,,,,
BLRoy5Av,UK,London,British Library,Royal 5 A.V,,,,,,,,,
BLRoy5Avi,UK,London,British Library,Royal 5 A.VI,,,,,,,,,
BLRoy5Fvii,UK,London,British Library,Royal 5 F.VII,,,,,,,,,
BLRoy6Bix,UK,London,British Library,Royal 6 B.IX,,,,,,,,,
BLRoy7Aix,UK,London,British Library,Royal 7 A.IX,,,,,,,,,
BLRoy7Avi,UK,London,British Library,Royal 7 A.VI,,,,,,,,,
BLRoy7Aviii,UK,London,British Library,Royal 7 A.VIII,,,,,,,,,
BLRoy7Ci,UK,London,British Library,Royal 7 C.I,,,,,,,,,
BLRoy7Civ,UK,London,British Library,Royal 7 C.IV,,,,,,,,,
BLRoy7Cix,UK,London,British Library,Royal 7 C.IX,,,,,,,,,
BLRoy7Eiv,UK,London,British Library,Royal 7 E.IV,,,,,,,,,
BLRoy8Aiv,UK,London,British Library,Royal 8 A.IV,,,,,,,,,
BLRoy8Axxi,UK,London,British Library,Royal 8 A.XXI,,,,,,,,,
BLRoy8Ci,UK,London,British Library,Royal 8 C.I,,,,,,,,,
BLRoy8Cvii,UK,London,British Library,Royal 8 C.VII,,,,,,,,,
BLRoy8Cxii,UK,London,British Library,Royal 8 C.XII,,,,,,,,,
BLRoy8Dx,UK,London,British Library,Royal 8 D.X,,,,,,,,,
BLRoy8Dxiii,UK,London,British Library,Royal 8 D.XIII,,,,,,,,,
BLRoy8Ev,UK,London,British Library,Royal 8 E.V,,,,,,,,,
BLRoy8Exvii,UK,London,British Library,Royal 8 E.XVII,,,,,,,,,
BLRoy8Fii,UK,London,British Library,Royal 8 F.II,,,,,,,,,
BLRoy8Fiii,UK,London,British Library,Royal 8 F.III,,,,,,,,,
BLRoy8Fvi,UK,London,British Library,Royal 8 F.VI,,,,,,,,,
